tipo,nivel,CTA_PROG,SUBC_SUBP,CONCEPTO,SECCION,ENTIDAD,APORTE_NACIONAL,RECURSOS_PROPIOS,TOTAL
Inversión,subpartida,,1500,INTERSUBSECTORIAL DESARROLLO SOCIAL,SECCIÓN:  4602,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),,"629,987,732,360","629,987,732,360"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  4602,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),"6,321,058,099,741","4,406,031,830,123","10,727,089,929,864"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"7,737,844,052",,"7,737,844,052"
Inversión,total,Inversión,,,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"7,560,640,000","360,136,174","7,920,776,174"
Inversión,partida,4601,,CIERRE DE BRECHAS PARA EL GOCE EFECTIVO DE DERECHOS FUNDAMENTALES DE LA POBLACIÓN EN CONDICIÓN DE DISCAPACIDAD - SECTOR IGUALDAD Y EQUIDAD,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"4,726,741,053","360,136,174","5,086,877,227"
Inversión,subpartida,,1500,INTERSUBSECTORIAL DESARROLLO SOCIAL,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"4,726,741,053","360,136,174","5,086,877,227"
Inversión,partida,4699,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR IGUALDAD Y EQUIDAD,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"2,833,898,947",,"2,833,898,947"
Inversión,subpartida,,1500,INTERSUBSECTORIAL DESARROLLO SOCIAL,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"2,833,898,947",,"2,833,898,947"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  4603,INSTITUTO NACIONAL PARA SORDOS (INSOR),"15,298,484,052","360,136,174","15,658,620,226"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"7,495,158,354","200,000,000","7,695,158,354"
Inversión,total,Inversión,,,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"1,780,000,000","1,735,320,616","3,515,320,616"
Inversión,partida,4601,,CIERRE DE BRECHAS PARA EL GOCE EFECTIVO DE DERECHOS FUNDAMENTALES DE LA POBLACIÓN EN CONDICIÓN DE DISCAPACIDAD - SECTOR IGUALDAD Y EQUIDAD,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"1,257,528,699","867,660,310","2,125,189,009"
Inversión,subpartida,,1500,INTERSUBSECTORIAL DESARROLLO SOCIAL,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"1,257,528,699","867,660,310","2,125,189,009"
Inversión,partida,4699,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR IGUALDAD Y EQUIDAD,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"522,471,301","867,660,306","1,390,131,607"
Inversión,subpartida,,1500,INTERSUBSECTORIAL DESARROLLO SOCIAL,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"522,471,301","867,660,306","1,390,131,607"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  4604,INSTITUTO NACIONAL PARA CIEGOS (INCI),"9,275,158,354","1,935,320,616","11,210,478,970"
